"Main.group" "Scientific.Name" "Common.name" "Conservation.action.needed" "Avoid.negative.impacts"
"1691" "Fungi" "Opegrapha pertusariicola" "a fungus" "-" "-"
"1692" "Fungi" "Opegrapha pulvinata" "a fungus" "-" "-"
"1693" "Fungi" "Opegrapha rotunda" "a fungus" "-" "-"
"1694" "Fungi" "Opegrapha sphaerophoricola" "a fungus" "-" "-"
"1695" "Fungi" "Opegrapha thelotrematis" "a fungus" "-" "-"
"1696" "Fungi" "Opegrapha zwackhii" "a fungus" "-" "-"
"1697" "Fungi" "Rhizocarpon advenulum" "a fungus" "-" "-"
"1698" "Fungi" "Rhizocarpon ochrolechiae" "a fungus" "-" "-"
"1699" "Fungi" "Toninia plumbina" "a fungus" "-" "-"
"1700" "Fungi" "Toninia subfuscae" "a fungus" "-" "-"
"1701" "Fungi" "Arthopyrenia subcerasi" "a fungus" "-" "-"
"1702" "Fungi" "Arthothelium lirellans" "a fungus" "-" "-"
"1703" "Fungi" "Chaenothecopsis viridialba" "a fungus" "-" "-"
"1704" "Fungi" "Eopyrenula avellanae" "a fungus" "-" "-"
"1705" "Fungi" "Eopyrenula grandicula" "a fungus" "-" "-"
"1706" "Fungi" "Eopyrenula septemseptata" "a fungus" "-" "-"
"1707" "Fungi" "Melaspilea bagliettoana" "a fungus" "-" "-"
"1708" "Fungi" "Melaspilea lentiginosula" "a fungus" "-" "-"
"1709" "Fungi" "Mycocalicium subtile" "a fungus" "-" "-"
"1710" "Fungi" "Mycomicrothelia atlantica" "a fungus" "-" "-"
"1711" "Fungi" "Mycoporum lacteum" "a fungus" "-" "-"
"1712" "Fungi" "Phaeocalicium populneum" "a fungus " "-" "-"
"1713" "Fungi" "Phaeocalicium praecedens" "a fungus " "-" "-"
"1714" "Fungi" "Stenocybe septata" "a fungus" "-" "-"
"1715" "Fungi" "Sticta canariensis (blue-green phycotype)" "a fungus" "-" "-"
"1716" "Fungi" "Sticta canariensis (combined thalli - green and blue-green phycotypes growing together)  " "a fungus" "-" "-"
"1717" "Fungi" "Tomasellia diffusa" "a fungus" "-" "-"
"1718" "Fungi" "Xerotrema megalospora" "a fungus" "-" "-"
"1719" "Non vascular plants" "Acrobolbus wilsonii" "Wilson's Pouchwort" "-" "-"
"1720" "Non vascular plants" "Adelanthus lindenbergianus" "Lindenberg's Featherwort" "Yes" "Yes"
"1721" "Non vascular plants" "Anastrophyllum alpinum" "a Notchwort" "-" "-"
"1722" "Non vascular plants" "Anastrophyllum joergensenii" "Joergensen's Notchwort" "-" "-"
"1723" "Non vascular plants" "Sphenolobus saxicola" "Curled Notchwort" "Yes" "Yes"
"1724" "Non vascular plants" "Clevea hyalina" "a liverwort" "Yes" "Yes"
"1725" "Non vascular plants" "Schljakovia kunzeana" "Bog Pawwort" "Yes" "Yes"
"1726" "Non vascular plants" "Schljakovianthus quadrilobus" "Four-fingered Pawwort" "-" "-"
"1727" "Non vascular plants" "Cephalozia ambigua" "Snow Pincerwort" "Yes" "Yes"
"1728" "Non vascular plants" "Cephaloziella elachista" "Spurred Threadwort" "-" "-"
"1729" "Non vascular plants" "Cephaloziella stellulifera" "Heath Threadwort" "-" "-"
"1730" "Non vascular plants" "Cephaloziella turneri" "Turner's Threadwort" "-" "-"
"1731" "Non vascular plants" "Dumortiera hirsuta" "Dumortier's Liverwort" "Yes" "Yes"
"1732" "Non vascular plants" "Fossombronia angulosa" "Greater Frillwort" "-" "-"
"1733" "Non vascular plants" "Fossombronia fimbriata" "Fragile Frillwort" "-" "-"
"1734" "Non vascular plants" "Fossombronia foveolata" "Pitted Frillwort" "-" "-"
"1735" "Non vascular plants" "Geocalyx graveolens" "Turps Pouchwort" "Yes" "Yes"
"1736" "Non vascular plants" "Gymnocolea inflata" "Welsh Notchwort" "Yes" "Yes"
"1737" "Non vascular plants" "Marsupella apiculata" "Pointed Frostwort" "Yes" "Yes"
"1738" "Non vascular plants" "Gymnomitrion corallioides" "Coral Frostwort" "-" "-"
"1739" "Non vascular plants" "Herbertus borealis" "Northern Prongwort" "Yes" "Yes"
"1740" "Non vascular plants" "Jamesoniella undulifolia" "Marsh Flapwort" "Yes" "Yes"
"1741" "Non vascular plants" "Liochlaena lanceolata" "Long-leaved Flapwort" "Yes" "Yes"
"1742" "Non vascular plants" "Jungermannia polaris" "Arctic Flapwort" "Yes" "Yes"
"1743" "Non vascular plants" "Mesoptychia gillmanii" "Gillman's Notchwort" "-" "-"
"1744" "Non vascular plants" "Leiocolea rutheana var. rutheana" "Fen Notchwort" "Yes" "Yes"
"1745" "Non vascular plants" "Lejeunea eckloniana" "Holt's Pouncewort" "Yes" "Yes"
"1746" "Non vascular plants" "Lejeunea mandonii" "Atlantic Pouncewort" "Yes" "Yes"
"1747" "Non vascular plants" "Lophozia wenzelii" "Wenzel's Notchwort" "Yes" "Yes"
"1748" "Non vascular plants" "Marsupella arctica" "Arctic Rustwort" "Yes" "Yes"
"1749" "Non vascular plants" "Marsupella boeckii" "Boeck's Rustwort" "Yes" "Yes"
"1750" "Non vascular plants" "Marsupella condensata" "Compact Rustwort" "-" "-"
"1751" "Non vascular plants" "Marsupella sparsifolia" "Rounded Rustwort" "Yes" "Yes"
"1752" "Non vascular plants" "Nardia breidleri" "Book Flapwort" "-" "-"
"1753" "Non vascular plants" "Odontoschisma macounii" "Macoun's Flapwort" "Yes" "Yes"
"1754" "Non vascular plants" "Pallavicinia lyellii" "Ribbonwort" "-" "-"
"1755" "Non vascular plants" "Pedinophyllum interruptum" "Craven Featherwort" "-" "-"
"1756" "Non vascular plants" "Petalophyllum ralfsii" "Petalwort" "Yes" "Yes"
"1757" "Non vascular plants" "Radula carringtonii" "Carrington's Scalewort" "Yes" "Yes"
"1758" "Non vascular plants" "Riccia canaliculata" "Channelled Crystalwort" "Yes" "Yes"
"1759" "Non vascular plants" "Riccia crystallina" "Blue Crystalwort" "-" "-"
"1760" "Non vascular plants" "Riccia huebeneriana" "Violet Crystalwort" "-" "-"
"1761" "Non vascular plants" "Scapania curta" "Least Earwort" "-" "-"
"1762" "Non vascular plants" "Scapania gymnostomophila" "Narrow-lobed Earwort" "-" "-"
"1763" "Non vascular plants" "Scapania paludosa" "Floppy Earwort" "-" "-"
"1764" "Non vascular plants" "Scapania parvifolia" "Obscure Earwort" "-" "-"
"1765" "Non vascular plants" "Scapania praetervisa" "Ciliate Earwort" "Yes" "Yes"
"1766" "Non vascular plants" "Aloina brevirostris" "Short-beaked Aloe-moss" "-" "-"
"1767" "Non vascular plants" "Aloina rigida" "Rigid Aloe-moss" "-" "-"
"1768" "Non vascular plants" "Serpoleskea confervoides" "Tiny Feather-moss" "-" "-"
"1769" "Non vascular plants" "Hygroamblystegium humile" "Constricted Feather-moss" "-" "-"
"1770" "Non vascular plants" "Pseudocampylium radicale" "Swamp Feather-moss" "-" "-"
"1771" "Non vascular plants" "Andreaea alpestris" "Slender Rock-moss" "-" "-"
"1772" "Non vascular plants" "Andreaea blyttii" "Blytt's Rock-moss" "-" "-"
"1773" "Non vascular plants" "Andreaea frigida" "Icy Rock-moss" "Yes" "Yes"
"1774" "Non vascular plants" "Andreaea nivalis" "Snow Rock-moss" "Yes" "Yes"
"1775" "Non vascular plants" "Andreaea sinuosa" "Small-spored Rock-moss" "-" "-"
"1776" "Non vascular plants" "Pseudanomodon attenuatus" "Slender Tail-moss" "Yes" "Yes"
"1777" "Non vascular plants" "Anomodontella longifolia" "Long-leaved Tail-moss" "Yes" "Yes"
"1778" "Non vascular plants" "Aongstroemia longipes" "Sprig-moss" "-" "-"
"1779" "Non vascular plants" "Physcomitrium patens" "Spreading Earth-moss" "-" "-"
"1780" "Non vascular plants" "Aplodon wormskjoldii" "Carrion-moss" "Yes" "Yes"
"1781" "Non vascular plants" "Blindia caespiticia" "Dwarf Blindia" "Yes" "Yes"
"1782" "Non vascular plants" "Brachythecium erythrorrhizon" "Redfoot Feather-moss" "-" "-"
"1783" "Non vascular plants" "Sciuro-hypnum glaciale" "Snow Feather-moss" "-" "-"
"1784" "Non vascular plants" "Sciuro-hypnum reflexum" "Reflexed Feather-moss" "-" "-"
"1785" "Non vascular plants" "Sciuro-hypnum starkei" "Starke's Feather-moss" "Yes" "Yes"
"1786" "Non vascular plants" "Brachytheciastrum trachypodium" "Lawers Feather-moss" "Yes" "Yes"
"1787" "Non vascular plants" "Bryoerythrophyllum caledonicum" "Scottish Beard-moss" "Yes" "-"
"1788" "Non vascular plants" "Ptychostomum archangelicum" "Archangelic Thread-moss" "-" "-"
"1789" "Non vascular plants" "Ptychostomum calophyllum" "Blunt Bryum" "Yes" "Yes"
"1790" "Non vascular plants" "Ptychostomum creberrimum" "Tight-tufted Thread-moss" "-" "-"
"1791" "Non vascular plants" "Ptychostomum cyclophyllum" "Round-leaved Bryum" "Yes" "Yes"
"1792" "Non vascular plants" "Bryum dixonii" "Dixon's Thread-moss" "-" "-"
"1793" "Non vascular plants" "Rosulabryum donianum" "Don's Thread-moss" "-" "-"
"1794" "Non vascular plants" "Bryum elegans" "Blushing Bryum" "-" "-"
"1795" "Non vascular plants" "Ptychostomum intermedium" "Many-seasoned Thread-moss" "-" "-"
"1796" "Non vascular plants" "Ptychostomum knowltonii" "Knowlton's Thread-moss" "Yes" "Yes"
"1797" "Non vascular plants" "Ptychostomum marratii" "Baltic Bryum" "Yes" "Yes"
"1798" "Non vascular plants" "Imbribryum muehlenbeckii" "Muehlenbeck's Thread-moss" "-" "-"
"1799" "Non vascular plants" "Ptychostomum salinum" "Saltmarsh Thread-moss" "Yes" "Yes"
"1800" "Non vascular plants" "Bryum schleicheri var. latifolium" "Schleicher's Thread-moss" "Yes" "Yes"
"1801" "Non vascular plants" "Bryum torquescens" "Twisting Thread-moss" "-" "-"
"1802" "Non vascular plants" "Ptychostomum warneum" "Warne's Thread-moss" "Yes" "Yes"
"1803" "Non vascular plants" "Buxbaumia viridis" "Green Shield-Moss" "Yes" "Yes"
"1804" "Non vascular plants" "Campylophyllum halleri" "Haller's Feather-moss" "Yes" "Yes"
"1805" "Non vascular plants" "Campylopus pilifer" "Stiff Swan-neck Moss" "-" "-"
"1806" "Non vascular plants" "Campylostelium saxicola" "Bent-moss" "-" "-"
"1807" "Non vascular plants" "Brachythecium cirrosum" "Tendril Feather-moss" "Yes" "Yes"
"1808" "Non vascular plants" "Coscinodon cribrosus" "Sieve-tooth Moss" "-" "-"
"1809" "Non vascular plants" "Pseudostereodon procerrimus" "Alpine Comb-moss" "Yes" "Yes"
"1810" "Non vascular plants" "Cyclodictyon laetevirens" "Bright-green Cave-moss" "Yes" "Yes"
"1811" "Non vascular plants" "Cynodontium strumiferum" "Strumose Dog-tooth" "-" "-"
"1812" "Non vascular plants" "Cynodontium tenellum" "Delicate Dog-tooth" "Yes" "Yes"
"1813" "Non vascular plants" "Daltonia splachnoides" "Irish Daltonia" "Yes" "Yes"
"1814" "Non vascular plants" "Dichodontium flavescens" "Yellowish Fork-moss" "-" "-"
"1815" "Non vascular plants" "Dicranella grevilleana" "Greville's Forklet-moss" "Yes" "Yes"
"1816" "Non vascular plants" "Dicranum undulatum" "Waved Fork-moss" "Yes" "Yes"
"1817" "Non vascular plants" "Orthodicranum flagellare" "Whip Fork-moss" "-" "-"
"1818" "Non vascular plants" "Dicranum leioneuron" "Fuzzy Fork-moss" "-" "-"
"1819" "Non vascular plants" "Dicranum spurium" "Rusty Fork-moss" "Yes" "-"
"1820" "Non vascular plants" "Atractylocarpus subporodictyon" "Rusty Bow-moss" "-" "-"
"1821" "Non vascular plants" "Didymodon acutus" "Pointed Beard-moss" "-" "-"
"1822" "Non vascular plants" "Didymodon icmadophilus" "Slender Beard-moss" "-" "-"
"1823" "Non vascular plants" "Vinealobryum nicholsonii" "Nicholson's Beard-moss" "-" "-"
"1824" "Non vascular plants" "Discelium nudum" "Flag-moss" "-" "-"
"1825" "Non vascular plants" "Flexitrichum flexicaule" "Bendy Ditrichum" "-" "-"
"1826" "Non vascular plants" "Ditrichum plumbicola" "Lead-moss" "Yes" "-"
"1827" "Non vascular plants" "Entosthodon fascicularis" "Hasselquist's Hyssop" "-" "-"
"1828" "Non vascular plants" "Epipterygium tozeri" "Tozer's Thread-moss" "-" "-"
"1829" "Non vascular plants" "Eurhynchiastrum pulchellum" "Elegant Feather-moss" "Yes" "-"
"1830" "Non vascular plants" "Oxyrrhynchium schleicheri" "Twist-tip Feather-moss" "-" "-"
"1831" "Non vascular plants" "Plasteurhynchium striatulum" "Lesser Striated Feather-moss" "-" "-"
"1832" "Non vascular plants" "Fissidens polyphyllus" "Many-leaved Pocket-moss" "-" "-"
"1833" "Non vascular plants" "Fissidens rivularis" "River Pocket-moss" "-" "-"
"1834" "Non vascular plants" "Entosthodon pulchellus" "Pretty Cord-moss" "Yes" "Yes"
"1835" "Non vascular plants" "Grimmia anodon" "Toothless Grimmia" "Yes" "Yes"
"1836" "Non vascular plants" "Grimmia elongata" "Brown Grimmia" "Yes" "Yes"
"1837" "Non vascular plants" "Grimmia incurva" "Black Grimmia" "-" "-"
"1838" "Non vascular plants" "Grimmia laevigata" "Hoary Grimmia" "-" "-"
"1839" "Non vascular plants" "Grimmia ovalis" "Flat-rock Grimmia" "-" "-"
"1840" "Non vascular plants" "Grimmia sessitana" "Alpine Grimmia" "Yes" "-"
"1841" "Non vascular plants" "Grimmia tergestina" "Dapple-mouthed Grimmia" "Yes" "Yes"
"1842" "Non vascular plants" "Grimmia ungeri" "a Grimmia" "Yes" "Yes"
"1843" "Non vascular plants" "Grimmia unicolor" "Dingy Grimmia" "Yes" "Yes"
"1844" "Non vascular plants" "Habrodon perpusillus" "Lesser Squirrel-tail moss" "Yes" "Yes"
"1845" "Non vascular plants" "Hamatocaulis vernicosus" "Varnished Hook-moss" "-" "Yes"
"1846" "Non vascular plants" "Hedwigia ciliata" "Fringed Hoar-moss" "-" "-"
"1847" "Non vascular plants" "Heterocladiella dimorpha" "Dimorphous Tamarisk-moss" "Yes" "Yes"
"1848" "Non vascular plants" "Homomallium incurvatum" "Incurved Feather-moss" "Yes" "Yes"
"1849" "Non vascular plants" "Platyhypnum molle" "Soft Brook-moss" "Yes" "Yes"
"1850" "Non vascular plants" "Hygrohypnella polaris" "Polar Brook-moss" "Yes" "Yes"
"1851" "Non vascular plants" "Platyhypnum smithii" "Arctic Brook-moss" "Yes" "Yes"
"1852" "Non vascular plants" "Hygrohypnum styriacum" "Snow Brook-moss" "Yes" "Yes"
"1853" "Non vascular plants" "Hymenostylium annotinum" "Robust Tufa-moss" "-" "-"
"1854" "Non vascular plants" "Campylium bambergeri" "Golden Plait-moss" "-" "-"
"1855" "Non vascular plants" "Hypnum revolutum" "Revolute Plait-moss" "Yes" "Yes"
"1856" "Non vascular plants" "Hypnum vaucheri" "Vaucher's Plait-moss" "Yes" "Yes"
"1857" "Non vascular plants" "Microbryum curvicollum" "Swan-necked Earth-moss" "-" "-"
"1858" "Non vascular plants" "Microbryum rectum" "Upright Pottia" "-" "-"
"1859" "Non vascular plants" "Microbryum starckeanum" "Starke's Pottia" "-" "-"
"1860" "Non vascular plants" "Mielichhoferia elongata" "Elongate Copper-moss" "Yes" "Yes"
"1861" "Non vascular plants" "Mielichhoferia mielichhoferiana" "Alpine Copper-moss" "Yes" "Yes"
"1862" "Non vascular plants" "Mnium lycopodioides" "Ambiguous Thyme-moss" "Yes" "Yes"
"1863" "Non vascular plants" "Mnium spinosum" "Spinose Thyme-moss" "-" "-"
"1864" "Non vascular plants" "Myrinia pulvinata" "Flood-moss" "-" "-"
"1865" "Non vascular plants" "Myurella tenerrima" "Dwarf Mouse-tail Moss" "Yes" "Yes"
"1866" "Non vascular plants" "Brideliella wahlenbergii" "Wahlenberg's Spur-moss" "-" "-"
"1867" "Non vascular plants" "Orthodontium gracile" "Slender Thread-moss" "Yes" "Yes"
"1868" "Non vascular plants" "Nyholmiella gymnostoma" "Aspen Bristle-moss" "Yes" "Yes"
"1869" "Non vascular plants" "Nyholmiella obtusifolia" "Blunt-leaved Bristle-moss" "Yes" "Yes"
"1870" "Non vascular plants" "Orthotrichum pallens" "Pale Bristle-moss" "Yes" "Yes"
"1871" "Non vascular plants" "Orthotrichum pumilum" "Dwarf Bristle-moss" "Yes" "Yes"
"1872" "Non vascular plants" "Lewinskya speciosa" "Showy Bristle-moss" "-" "-"
"1873" "Non vascular plants" "Orthotrichum sprucei" "Spruce's Bristle-moss" "-" "-"
"1874" "Non vascular plants" "Palustriella commutata var. sulcata" "a Hook-moss" "-" "-"
"1875" "Non vascular plants" "Palustriella decipiens" "Lesser Curled Hook-moss" "-" "-"
"1876" "Non vascular plants" "Paraleucobryum longifolium" "Long-leaved Fork-moss" "-" "-"
"1877" "Non vascular plants" "Philonotis rigida" "Rigid Apple-moss" "-" "-"
"1878" "Non vascular plants" "Philonotis tomentella" "Woolly Apple-moss" "-" "-"
"1879" "Non vascular plants" "Physcomitrium sphaericum" "Dwarf Bladder-moss" "-" "-"
"1880" "Non vascular plants" "Plagiobryum demissum" "Alpine Hump-moss" "Yes" "Yes"
"1881" "Non vascular plants" "Plagiomnium medium" "Alpine Thyme-moss" "-" "-"
"1882" "Non vascular plants" "Platygyrium repens" "Flat-brocade Moss" "-" "-"
"1883" "Non vascular plants" "Pohlia andalusica" "Gravel Thread-moss" "-" "-"
"1884" "Non vascular plants" "Pohlia obtusifolia" "Blunt-leaved Thread-moss" "Yes" "Yes"
"1885" "Non vascular plants" "Pohlia scotica" "Scottish Thread-moss" "Yes" "Yes"
"1886" "Non vascular plants" "Lescuraea incurvata" "Brown Mountain Leskea" "Yes" "Yes"
"1887" "Non vascular plants" "Pseudoleskeella nervosa" "Nerved Leskea" "Yes" "Yes"
"1888" "Non vascular plants" "Pseudoleskeella rupestris" "Wispy Leskea" "-" "-"
"1889" "Non vascular plants" "Pterygoneurum ovatum" "Oval-leaved Pottia" "-" "-"
"1890" "Non vascular plants" "Lescuraea plicata" "Plaited Leskea" "Yes" "Yes"
"1891" "Non vascular plants" "Bucklandiella himalayana" "Himalayan Fringe-moss" "Yes" "Yes"
"1892" "Non vascular plants" "Bucklandiella macounii" "Macoun's Fringe-moss" "-" "-"
"1893" "Non vascular plants" "Rhynchostegium megapolitanum" "Megapolitan Feather-moss" "-" "-"
"1894" "Non vascular plants" "Saelania glaucescens" "Blue Dew-moss" "Yes" "Yes"
"1895" "Non vascular plants" "Sanionia orthothecioides" "St Kilda Hook-moss" "-" "-"
"1896" "Non vascular plants" "Schistidium agassizii" "Water Grimmia" "-" "-"
"1897" "Non vascular plants" "Schistidium atrofuscum" "Black Mountain Grimmia" "Yes" "Yes"
"1898" "Non vascular plants" "Schistidium confertum" "Compact Grimmia" "-" "-"
"1899" "Non vascular plants" "Schistostega pennata" "Luminous Moss" "-" "-"
"1900" "Non vascular plants" "Scleropodium cespitans" "Tufted Feather-moss" "-" "-"
"1901" "Non vascular plants" "Scleropodium tourettii" "Glass-wort Feather-moss" "-" "-"
"1902" "Non vascular plants" "Drepanocladus turgescens" "Turgid Scorpion-moss" "Yes" "Yes"
"1903" "Non vascular plants" "Seligeria acutifolia" "Sharp Rock-bristle" "-" "-"
"1904" "Non vascular plants" "Blindiadelphus diversifolius" "Long Rock-bristle" "Yes" "Yes"
"1905" "Non vascular plants" "Seligeria trifaria" "Trifid Rock-bristle" "-" "-"
"1906" "Non vascular plants" "Sphagnum balticum" "Baltic Bog-moss" "Yes" "Yes"
"1907" "Non vascular plants" "Sphagnum majus" "Olive Bog-moss" "Yes" "Yes"
"1908" "Non vascular plants" "Sphagnum riparium" "Cleft Bog-moss" "-" "-"
"1909" "Non vascular plants" "Sphagnum skyense" "Skye bog-moss" "-" "-"
"1910" "Non vascular plants" "Splachnum vasculosum" "Rugged Collar-moss" "Yes" "-"
"1911" "Non vascular plants" "Stegonia latifolia" "Hood-leaved Screw-moss" "Yes" "Yes"
"1912" "Non vascular plants" "Syntrichia norvegica" "Norway Screw-moss" "Yes" "Yes"
"1913" "Non vascular plants" "Syntrichia princeps" "Brown Screw-moss" "-" "-"
"1914" "Non vascular plants" "Tayloria lingulata" "Tongue-leaved Gland-moss" "Yes" "Yes"
"1915" "Non vascular plants" "Tayloria tenuis" "Slender Gland-moss" "Yes" "Yes"
"1916" "Non vascular plants" "Thuidium abietinum subsp. abietinum" "Fir Tamarisk-moss" "-" "-"
"1917" "Non vascular plants" "Timmia austriaca" "Sheathed Timmia" "Yes" "Yes"
"1918" "Non vascular plants" "Timmia norvegica" "Norway Timmia" "-" "-"
"1919" "Non vascular plants" "Tortella fragilis" "Brittle Crisp-moss" "Yes" "Yes"
"1920" "Non vascular plants" "Tortula canescens" "Dog Screw-moss" "-" "-"
"1921" "Non vascular plants" "Tortula leucostoma" "Alpine Pottia" "Yes" "Yes"
"1922" "Non vascular plants" "Tortula marginata" "Bordered Screw-moss" "-" "-"
"1923" "Non vascular plants" "Tortula protobryoides" "Tall Pottia" "-" "-"
"1924" "Non vascular plants" "Weissia brachycarpa var. brachycarpa" "Small-mouthed Beardless-Moss" "-" "-"
"1925" "Non vascular plants" "Weissia controversa var. crispata" "Crisped Stubble-moss" "-" "-"
"1926" "Non vascular plants" "Weissia controversa var. wimmeriana" "Wimmer's Stubble-moss" "-" "-"
"1927" "Non vascular plants" "Weissia longifolia var. longifolia" "Crisp Beardless-moss" "-" "-"
"1928" "Non vascular plants" "Weissia rostellata" "Beaked Beardless-moss" "-" "-"
"1929" "Fungi" "Craterium aureonucleatum" "a Slime mold" "-" "-"
"1930" "Fungi" "Cribraria minutissima" "a Slime mold" "-" "-"
"1931" "Fungi" "Dianema nivale" "a Slime mold" "-" "-"
"1932" "Fungi" "Diderma asteroides" "a Slime mold" "-" "-"
"1933" "Fungi" "Diderma lucidum" "a Slime mold" "-" "-"
"1934" "Fungi" "Polyschismium fallax" "a Slime mold" "-" "-"
"1935" "Fungi" "Diderma sauteri" "a Slime mold" "-" "-"
"1936" "Fungi" "Diderma trevelyanii" "a Slime mold" "-" "-"
"1937" "Fungi" "Meriderma cribrarioides" "a Slime mold" "-" "-"
"1938" "Fungi" "Meriderma carestiae" "a Slime mold" "-" "-"
"1939" "Fungi" "Meriderma cribrarioides" "a Slime mold" "-" "-"
"1940" "Fungi" "Lamproderma sauteri" "a Slime mold" "-" "-"
"1941" "Fungi" "Listerella paradoxa" "a Slime mold" "-" "-"
"1942" "Fungi" "Physarum confertum" "a Slime mold" "-" "-"
"1943" "Fungi" "Physarum globuliferum" "a Slime mold" "-" "-"
"1944" "Fungi" "Physarum contextum" "a Slime mold" "-" "-"
"1945" "Fungi" "Physarum nudum" "a Slime mold" "-" "-"
"1946" "Fungi" "Physarum penetrale" "a Slime mold" "-" "-"
"1947" "Fungi" "Physarum scoticum" "a Slime mold" "-" "-"
"1948" "Fungi" "Trichia fimicola" "a Slime mold" "-" "-"
