"Main.group" "Scientific.Name" "Common.name" "Conservation.action.needed" "Avoid.negative.impacts"
"634" "Vascular plants" "Hieracium milesii" "Miles's Hawkweed" "-" "-"
"635" "Vascular plants" "Hieracium northroense" "North Roe Hawkweed" "Yes" "Yes"
"636" "Vascular plants" "Hieracium notabile" "Remarkable Hawkweed" "Yes" "Yes"
"637" "Vascular plants" "Hieracium optimum" "Splendid Hawkweed" "Yes" "Yes"
"638" "Vascular plants" "Hieracium perscitum" "Neat Hawkweed" "-" "-"
"639" "Vascular plants" "Hieracium probum" "Excellent Hawkweed" "-" "-"
"640" "Vascular plants" "Hieracium pseudocurvatum" "Cairngorm Hawkweed" "Yes" "Yes"
"641" "Vascular plants" "Hieracium pseudopetiolatum" "Narrow-leaved Hawkweed" "Yes" "Yes"
"642" "Vascular plants" "Hieracium sect. Alpestria" "Hawkweed" "Yes" "Yes"
"643" "Vascular plants" "Hieracium zetlandicum" "Shetland Hawkweed" "-" "Yes"
"644" "Vascular plants" "Anthoxanthum nitens" "Holy-grass" "-" "-"
"645" "Vascular plants" "Homogyne alpina" "Purple Colt's-foot" "Yes" "Yes"
"646" "Vascular plants" "Hordelymus europaeus" "Wood Barley" "-" "-"
"647" "Vascular plants" "Hydrilla verticillata" "Hydrilla" "Yes" "Yes"
"648" "Vascular plants" "Hyoscyamus niger" "Henbane" "Yes" "-"
"649" "Vascular plants" "Hypochaeris glabra" "Smooth Cat's-ear" "Yes" "Yes"
"650" "Vascular plants" "Inula conyzae" "Ploughman's-spikenard" "-" "-"
"651" "Vascular plants" "Inula crithmoides" "Golden-samphire" "-" "-"
"652" "Vascular plants" "Juncus compressus" "Round-fruited Rush" "-" "-"
"653" "Vascular plants" "Juniperus communis" "Juniper" "-" "-"
"654" "Vascular plants" "Carex simpliciuscula" "False Sedge" "-" "-"
"655" "Vascular plants" "Koenigia islandica" "Iceland-purslane" "-" "-"
"656" "Vascular plants" "Lathyrus japonicus" "Sea Pea" "-" "-"
"657" "Vascular plants" "Lathyrus palustris" "Marsh Pea" "-" "-"
"658" "Vascular plants" "Lathyrus sylvestris" "Narrow-leaved Everlasting-pea" "-" "-"
"659" "Vascular plants" "Legousia hybrida" "Venus's-looking-glass" "-" "-"
"660" "Vascular plants" "Lepidium campestre" "Field Pepperwort" "Yes" "-"
"661" "Vascular plants" "Linnaea borealis" "Twinflower" "-" "-"
"662" "Vascular plants" "Linum perenne" "Perennial Flax" "-" "-"
"663" "Vascular plants" "Lithospermum officinale" "Common Gromwell" "Yes" "-"
"664" "Vascular plants" "Lotus tenuis" "Narrow-leaved Bird's-foot-trefoil" "-" "-"
"665" "Vascular plants" "Luzula arcuata" "Curved Wood-rush" "Yes" "Yes"
"666" "Vascular plants" "Viscaria alpina" "Alpine Catchfly" "Yes" "Yes"
"667" "Vascular plants" "Lythrum hyssopifolia" "Grass-poly" "Yes" "Yes"
"668" "Vascular plants" "Melampyrum sylvaticum" "Small Cow-wheat" "Yes" "Yes"
"669" "Vascular plants" "Mentha arvensis" "Corn Mint" "Yes" "-"
"670" "Vascular plants" "Minuartia rubella" "Mountain Sandwort" "Yes" "Yes"
"671" "Vascular plants" "Cherleria sedoides" "Cyphel" "Yes" "-"
"672" "Vascular plants" "Moneses uniflora" "One-flowered Wintergreen" "Yes" "Yes"
"673" "Vascular plants" "Hypopitys monotropa" "Yellow Bird's-nest" "Yes" "Yes"
"674" "Vascular plants" "Myosotis alpestris" "Alpine Forget-me-not" "-" "-"
"675" "Vascular plants" "Najas flexilis" "Slender Naiad" "-" "Yes"
"676" "Vascular plants" "Oenanthe fistulosa" "Tubular Water-dropwort" "Yes" "Yes"
"677" "Vascular plants" "Ononis reclinata" "Small Restharrow" "-" "Yes"
"678" "Vascular plants" "Ononis spinosa" "Spiny Restharrow" "Yes" "-"
"679" "Vascular plants" "Orchis morio" "Green-winged Orchid" "-" "-"
"680" "Vascular plants" "Orobanche hederae" "Ivy Broomrape" "-" "-"
"681" "Vascular plants" "Orobanche rapum-genistae" "Greater Broomrape" "-" "-"
"682" "Vascular plants" "Oxytropis campestris" "Yellow Oxytropis" "Yes" "Yes"
"683" "Vascular plants" "Oxytropis halleri" "Purple Oxytropis" "-" "-"
"684" "Vascular plants" "Roemeria argemone" "Prickly Poppy" "Yes" "-"
"685" "Vascular plants" "Papaver hybridum" "Rough Poppy" "Yes" "-"
"686" "Vascular plants" "Bellardia viscosa" "Yellow Bartsia" "-" "-"
"687" "Vascular plants" "Phyllodoce caerulea" "Blue Heath" "Yes" "Yes"
"688" "Vascular plants" "Picris hieracioides" "Hawkweed Oxtongue" "-" "-"
"689" "Vascular plants" "Pilosella flagellaris" "Shetland Mouse-ear-hawkweed" "Yes" "-"
"690" "Vascular plants" "Plantago media" "Hoary Plantain" "Yes" "-"
"691" "Vascular plants" "Platanthera bifolia" "Lesser Butterfly-orchid" "Yes" "-"
"692" "Vascular plants" "Platanthera chlorantha" "Greater Butterfly-orchid" "Yes" "-"
"693" "Vascular plants" "Poa flexuosa" "Wavy Meadow-grass" "Yes" "Yes"
"694" "Vascular plants" "Poa glauca" "Glaucous Meadow-grass" "Yes" "-"
"695" "Vascular plants" "Polygonatum verticillatum" "Whorled Solomon's-seal" "Yes" "Yes"
"696" "Vascular plants" "Polygonum aviculare" "Cornfield Knotgrass" "-" "-"
"697" "Vascular plants" "Populus nigra" "Black-poplar" "-" "-"
"698" "Vascular plants" "Potamogeton compressus" "Grass-wrack Pondweed" "Yes" "Yes"
"699" "Vascular plants" "Potamogeton epihydrus" "American Pondweed" "Yes" "Yes"
"700" "Vascular plants" "Potamogeton rutilus" "Shetland Pondweed" "Yes" "-"
"701" "Vascular plants" "Potamogeton trichoides" "Hairlike Pondweed" "-" "-"
"702" "Vascular plants" "Potentilla argentea" "Hoary Cinquefoil" "Yes" "-"
"703" "Vascular plants" "Potentilla rupestris" "Rock Cinquefoil" "Yes" "Yes"
"704" "Vascular plants" "Primula scotica" "Scottish Primrose" "-" "-"
"705" "Vascular plants" "Pseudorchis albida" "Small-white Orchid" "Yes" "-"
"706" "Vascular plants" "Pyrola media" "Intermediate Wintergreen" "Yes" "-"
"707" "Vascular plants" "Ranunculus arvensis" "Corn Buttercup" "Yes" "Yes"
"708" "Vascular plants" "Ranunculus reptans" "Creeping Spearwort" "Yes" "Yes"
"709" "Vascular plants" "Ranunculus sardous" "Hairy Buttercup" "Yes" "-"
"710" "Vascular plants" "Rosa tomentosa" "Harsh Downy-rose" "Yes" "-"
"711" "Vascular plants" "Rubus caesius" "Dewberry" "Yes" "-"
"712" "Vascular plants" "Rumex aquaticus" "Scottish Dock" "Yes" "Yes"
"713" "Vascular plants" "Rumex maritimus" "Golden Dock" "-" "-"
"714" "Vascular plants" "Ruppia cirrhosa" "Spiral Tasselweed" "Yes" "-"
"715" "Vascular plants" "Sagina nivalis" "Snow Pearlwort" "Yes" "Yes"
"716" "Vascular plants" "Sagina saginoides" "Alpine Pearlwort" "Yes" "-"
"717" "Vascular plants" "Salix lanata" "Woolly Willow" "Yes" "Yes"
"718" "Vascular plants" "Salix lapponum" "Downy Willow" "Yes" "-"
"719" "Vascular plants" "Salix myrsinites" "Whortle-leaved Willow" "-" "-"
"720" "Vascular plants" "Salsola kali" "Prickly Saltwort" "Yes" "-"
"721" "Vascular plants" "Salvia verbenaca" "Wild Clary" "Yes" "-"
"722" "Vascular plants" "Sambucus ebulus" "Dwarf Elder" "Yes" "-"
"723" "Vascular plants" "Poterium sanguisorba" "Salad Burnet" "Yes" "-"
"724" "Vascular plants" "Saxifraga cernua" "Drooping Saxifrage" "Yes" "Yes"
"725" "Vascular plants" "Saxifraga cespitosa" "Tufted Saxifrage" "Yes" "Yes"
"726" "Vascular plants" "Saxifraga hirculus" "Marsh Saxifrage" "Yes" "Yes"
"727" "Vascular plants" "Saxifraga hypnoides" "Mossy Saxifrage" "Yes" "-"
"728" "Vascular plants" "Saxifraga rivularis" "Highland Saxifrage" "-" "-"
"729" "Vascular plants" "Scheuchzeria palustris" "Rannoch-rush" "-" "-"
"730" "Vascular plants" "Schoenus ferrugineus" "Brown Bog-rush" "-" "-"
"731" "Vascular plants" "Scleranthus annuus" "Annual Knawel" "Yes" "-"
"732" "Vascular plants" "Serratula tinctoria" "Saw-wort" "-" "-"
"733" "Vascular plants" "Sesleria caerulea" "Blue Moor-grass" "Yes" "-"
"734" "Vascular plants" "Sherardia arvensis" "Field Madder" "Yes" "-"
"735" "Vascular plants" "Silene gallica" "Small-flowered Catchfly" "Yes" "Yes"
"736" "Vascular plants" "Silene noctiflora" "Night-flowering Catchfly" "Yes" "Yes"
"737" "Vascular plants" "Silene nutans" "Nottingham Catchfly" "-" "-"
"738" "Vascular plants" "Silybum marianum" "Milk Thistle" "Yes" "-"
"739" "Vascular plants" "Sinapis alba" "White Mustard" "Yes" "-"
"740" "Vascular plants" "Sinapis arvensis" "Charlock" "Yes" "-"
"741" "Vascular plants" "Sorbus arranensis" "Arran Whitebeam" "Yes" "Yes"
"742" "Vascular plants" "Hedlundia pseudofennica" "Arran Service-tree" "Yes" "Yes"
"743" "Vascular plants" "Spiranthes romanzoffiana" "Irish Lady's-tresses" "-" "-"
"744" "Vascular plants" "Stachys arvensis" "Field Woundwort" "Yes" "-"
"745" "Vascular plants" "Stellaria neglecta" "Greater Chickweed" "Yes" "-"
"746" "Vascular plants" "Stellaria palustris" "Marsh Stitchwort" "Yes" "-"
"747" "Vascular plants" "Taraxacum clovense" "Clova Dandelion" "Yes" "Yes"
"748" "Vascular plants" "Taraxacum cymbifolium" "Ben Lawes Dandelion" "Yes" "Yes"
"749" "Vascular plants" "Taraxacum geirhildae" "Shetland Dandelion" "Yes" "Yes"
"750" "Vascular plants" "Taraxacum hirsutissimum" "Hairy Dandelion" "-" "-"
"751" "Vascular plants" "Taraxacum serpenticola" "Serpentine Dandelion" "Yes" "Yes"
"752" "Vascular plants" "Taraxacum xiphoideum" "Parallel-leaved Dandelion" "Yes" "Yes"
"753" "Vascular plants" "Teesdalia nudicaulis" "Shepherd's Cress" "Yes" "-"
"754" "Vascular plants" "Noccaea caerulescens" "Alpine Penny-cress" "-" "-"
"755" "Vascular plants" "Torilis nodosa" "Knotted Hedge-parsley" "-" "-"
"756" "Vascular plants" "Trifolium fragiferum" "Strawberry Clover" "-" "-"
"757" "Vascular plants" "Trifolium micranthum" "Slender Trefoil" "-" "-"
"758" "Vascular plants" "Tuberaria guttata" "Spotted Rock-rose" "-" "-"
"759" "Vascular plants" "Valerianella carinata" "Keeled-fruited Cornsalad" "-" "-"
"760" "Vascular plants" "Vicia bithynica" "Bithynian Vetch" "-" "-"
"761" "Vascular plants" "Vicia lutea" "Yellow-vetch" "-" "-"
"762" "Vascular plants" "Vicia orobus" "Wood Bitter-vetch" "Yes" "-"
"763" "Vascular plants" "Viola reichenbachiana" "Early Dog-violet" "-" "-"
"764" "Vascular plants" "Viola tricolor" "Wild Pansy" "Yes" "-"
"765" "Vascular plants" "Viscum album" "Mistletoe" "-" "-"
"766" "Vascular plants" "Hesperocodon hederaceus" "Ivy-leaved Bellflower" "Yes" "-"
"767" "Vascular plants" "Asplenium obovatum" "Lanceolate Spleenwort" "-" "-"
"768" "Vascular plants" "Cystopteris dickieana" "Dickie's Bladder-fern" "Yes" "Yes"
"769" "Vascular plants" "Cystopteris montana" "Mountain Bladder-fern" "-" "-"
"770" "Vascular plants" "Diphasiastrum complanatum" "Issler's Clubmoss" "-" "-"
"771" "Vascular plants" "Gymnocarpium robertianum" "Limestone Fern" "-" "-"
"772" "Vascular plants" "Lycopodiella inundata" "Marsh Clubmoss" "-" "-"
"773" "Vascular plants" "Pilularia globulifera" "Pillwort" "-" "-"
"774" "Vascular plants" "Polystichum lonchitis" "Holly-fern" "-" "-"
"775" "Vascular plants" "Thelypteris palustris" "Marsh Fern" "Yes" "-"
"776" "Vascular plants" "Vandenboschia speciosa" "Killarney Fern" "-" "Yes"
"777" "Vascular plants" "Woodsia alpina" "Alpine Woodsia" "Yes" "Yes"
"778" "Vascular plants" "Woodsia ilvensis" "Oblong Woodsia" "Yes" "Yes"
"779" "Non vascular plants" "Chara aculeolata" "Hedgehog Stonewort" "Yes" "-"
"780" "Non vascular plants" "Chara baltica" "Baltic Stonewort" "Yes" "Yes"
"781" "Non vascular plants" "Chara canescens" "Bearded Stonewort" "Yes" "Yes"
"782" "Non vascular plants" "Chara subspinosa" "Rugged Stonewort" "-" "-"
"783" "Non vascular plants" "Lamprothamnium papulosum" "Foxtail Stonewort" "Yes" "Yes"
"784" "Non vascular plants" "Nitella gracilis" "Slender Stonewort" "Yes" "Yes"
"785" "Non vascular plants" "Tolypella nidifica" "Bird's-nest Stonewort" "Yes" "Yes"
"786" "Non vascular plants" "Actinotaenium adelochondrum" "a Desmid alga" "-" "-"
"787" "Non vascular plants" "Actinotaenium clevei" "a Desmid alga" "-" "-"
"788" "Non vascular plants" "Actinotaenium colpopelta" "a Desmid alga" "-" "-"
"789" "Non vascular plants" "Actinotaenium cucurbitinum" "a Desmid alga" "-" "-"
"790" "Non vascular plants" "Actinotaenium curtum" "a Desmid alga" "-" "-"
"791" "Non vascular plants" "Actinotaenium gelidum" "a Desmid alga" "-" "-"
"792" "Non vascular plants" "Actinotaenium perminutum" "a Desmid alga" "-" "-"
"793" "Non vascular plants" "Actinotaenium rufescens" "a Desmid alga" "-" "-"
"794" "Non vascular plants" "Actinotaenium silvae-nigrae" "a Desmid alga" "-" "-"
"795" "Non vascular plants" "Actinotaenium turgidum" "a Desmid alga" "-" "-"
"796" "Non vascular plants" "Closterium anguineum" "a Desmid alga" "-" "-"
"797" "Non vascular plants" "Closterium archerianum" "a Desmid alga" "-" "-"
"798" "Non vascular plants" "Closterium calosporum" "a Desmid alga" "-" "-"
"799" "Non vascular plants" "Closterium didymotocum" "a Desmid alga" "-" "-"
"800" "Non vascular plants" "Closterium limneticum" "a Desmid alga" "-" "-"
"801" "Non vascular plants" "Closterium lineatum" "a Desmid alga" "-" "-"
"802" "Non vascular plants" "Closterium navicula" "a Desmid alga" "-" "-"
"803" "Non vascular plants" "Closterium nematodes" "a Desmid alga" "-" "-"
"804" "Non vascular plants" "Closterium pritchardianum" "a Desmid alga" "-" "-"
"805" "Non vascular plants" "Closterium pygmaeum" "a Desmid alga" "-" "-"
"806" "Non vascular plants" "Closterium subscoticum" "a Desmid alga" "-" "-"
"807" "Non vascular plants" "Closterium toxon" "a Desmid alga" "-" "-"
"808" "Non vascular plants" "Cosmarium alpestre" "a Desmid alga" "-" "-"
"809" "Non vascular plants" "Cosmarium binum" "a Desmid alga" "-" "-"
"810" "Non vascular plants" "Cosmarium bioculatum" "a Desmid alga" "-" "-"
"811" "Non vascular plants" "Cosmarium carinthiacum" "a Desmid alga" "-" "-"
"812" "Non vascular plants" "Cosmarium conspersum" "a Desmid alga" "-" "-"
"813" "Non vascular plants" "Cosmarium crenulatum" "a Desmid alga" "-" "-"
"814" "Non vascular plants" "Cosmarium cucumis" "a Desmid alga" "-" "-"
"815" "Non vascular plants" "Cosmarium cyclicum" "a Desmid alga" "-" "-"
"816" "Non vascular plants" "Cosmarium dentiferum" "a Desmid alga" "-" "-"
"817" "Non vascular plants" "Cosmarium dybowskii" "a Desmid alga" "-" "-"
"818" "Non vascular plants" "Cosmarium eductum" "a Desmid alga" "-" "-"
"819" "Non vascular plants" "Cosmarium eichlerianum" "a Desmid alga" "-" "-"
"820" "Non vascular plants" "Cosmarium elegantissimum" "a Desmid alga" "-" "-"
"821" "Non vascular plants" "Cosmarium excavatum" "a Desmid alga" "-" "-"
"822" "Non vascular plants" "Cosmarium fictopraemorsum" "a Desmid alga" "-" "-"
"823" "Non vascular plants" "Cosmarium fontigenum" "a Desmid alga" "-" "-"
"824" "Non vascular plants" "Cosmarium furcatospermum" "a Desmid alga" "-" "-"
"825" "Non vascular plants" "Cosmarium isthmium" "a Desmid alga" "-" "-"
"826" "Non vascular plants" "Cosmarium isthmochondrum" "a Desmid alga" "-" "-"
"827" "Non vascular plants" "Cosmarium luxuriosum" "a Desmid alga" "-" "-"
"828" "Non vascular plants" "Cosmarium novae-semliae" "a Desmid alga" "-" "-"
"829" "Non vascular plants" "Cosmarium nymannianum" "a Desmid alga" "-" "-"
"830" "Non vascular plants" "Cosmarium obliquum" "a Desmid alga" "-" "-"
"831" "Non vascular plants" "Cosmarium ochthodes" "a Desmid alga" "-" "-"
"832" "Non vascular plants" "Cosmarium ordinatum" "a Desmid alga" "-" "-"
"833" "Non vascular plants" "Cosmarium orthostichum" "a Desmid alga" "-" "-"
"834" "Non vascular plants" "Cosmarium pachydermum" "a Desmid alga" "-" "-"
"835" "Non vascular plants" "Cosmarium paragranatoides" "a Desmid alga" "-" "-"
"836" "Non vascular plants" "Cosmarium phaseolus" "a Desmid alga" "-" "-"
"837" "Non vascular plants" "Cosmarium plicatum" "a Desmid alga" "-" "-"
"838" "Non vascular plants" "Cosmarium pokornyanum" "a Desmid alga" "-" "-"
"839" "Non vascular plants" "Cosmarium praegrande" "a Desmid alga" "-" "-"
"840" "Non vascular plants" "Cosmarium pseudamoenum" "a Desmid alga" "-" "-"
"841" "Non vascular plants" "Cosmarium pseudobroomei" "a Desmid alga" "-" "-"
"842" "Non vascular plants" "Cosmarium pseudocommissurale" "a Desmid alga" "-" "-"
"843" "Non vascular plants" "Cosmarium pseudoexiguum" "a Desmid alga" "-" "-"
"844" "Non vascular plants" "Cosmarium pseudonitidulum" "a Desmid alga" "-" "-"
"845" "Non vascular plants" "Cosmarium pseudoornatum" "a Desmid alga" "-" "-"
"846" "Non vascular plants" "Cosmarium pseudoprotuberans" "a Desmid alga" "-" "-"
"847" "Non vascular plants" "Cosmarium pygmaeum" "a Desmid alga" "-" "-"
"848" "Non vascular plants" "Cosmarium quadrifarium" "a Desmid alga" "-" "-"
"849" "Non vascular plants" "Cosmarium quadrum" "a Desmid alga" "-" "-"
"850" "Non vascular plants" "Cosmarium quinarium" "a Desmid alga" "-" "-"
"851" "Non vascular plants" "Cosmarium rectangulare" "a Desmid alga" "-" "-"
"852" "Non vascular plants" "Cosmarium regnellii" "a Desmid alga" "-" "-"
"853" "Non vascular plants" "Cosmarium regnesii" "a Desmid alga" "-" "-"
"854" "Non vascular plants" "Cosmarium repandum" "a Desmid alga" "-" "-"
"855" "Non vascular plants" "Cosmarium speciosum" "a Desmid alga" "-" "-"
"856" "Non vascular plants" "Cosmarium sphaeroideum" "a Desmid alga" "-" "-"
"857" "Non vascular plants" "Cosmarium sphagnicolum" "a Desmid alga" "-" "-"
"858" "Non vascular plants" "Cosmarium sphalerostichum" "a Desmid alga" "-" "-"
"859" "Non vascular plants" "Cosmarium sportella" "a Desmid alga" "-" "-"
"860" "Non vascular plants" "Cosmarium subarctoum" "a Desmid alga" "-" "-"
"861" "Non vascular plants" "Cosmarium subcostatum" "a Desmid alga" "-" "-"
"862" "Non vascular plants" "Cosmarium subcucumis" "a Desmid alga" "-" "-"
"863" "Non vascular plants" "Cosmarium subimpressulum" "a Desmid alga" "-" "-"
"864" "Non vascular plants" "Cosmarium subspeciosum" "a Desmid alga" "-" "-"
"865" "Non vascular plants" "Cosmarium tatricum" "a Desmid alga" "-" "-"
"866" "Non vascular plants" "Cosmarium tenue" "a Desmid alga" "-" "-"
"867" "Non vascular plants" "Cosmarium tetrachondrum" "a Desmid alga" "-" "-"
"868" "Non vascular plants" "Cosmarium trachypleurum" "a Desmid alga" "-" "-"
"869" "Non vascular plants" "Cosmarium truncatellum" "a Desmid alga" "-" "-"
"870" "Non vascular plants" "Cosmarium turpinii var. eximium" "a Desmid alga" "-" "-"
"871" "Non vascular plants" "Cosmarium tyrolicum" "a Desmid alga" "-" "-"
"872" "Non vascular plants" "Cosmarium undulatum" "a Desmid alga" "-" "-"
"873" "Non vascular plants" "Cosmarium variolatum" "a Desmid alga" "-" "-"
"874" "Non vascular plants" "Cosmarium venustum" "a Desmid alga" "-" "-"
"875" "Non vascular plants" "Cosmarium vexatum" "a Desmid alga" "-" "-"
"876" "Non vascular plants" "Cosmarium vogesiacum" "a Desmid alga" "-" "-"
"877" "Non vascular plants" "Cosmocladium saxonicum" "a Desmid alga" "-" "-"
"878" "Non vascular plants" "Cylindrocystis crassa" "a Desmid alga" "-" "-"
"879" "Non vascular plants" "Desmidium aptogonum" "a Desmid alga" "-" "-"
"880" "Non vascular plants" "Desmidium grevillei" "a Desmid alga" "-" "-"
"881" "Non vascular plants" "Desmidium pseudostreptonema" "a Desmid alga" "-" "-"
"882" "Non vascular plants" "Docidium baculum" "a Desmid alga" "-" "-"
"883" "Non vascular plants" "Docidium undulatum" "a Desmid alga" "-" "-"
"884" "Non vascular plants" "Euastrum binale" "a Desmid alga" "-" "-"
"885" "Non vascular plants" "Euastrum boldtii" "a Desmid alga" "-" "-"
"886" "Non vascular plants" "Euastrum cornubiense" "a Desmid alga" "-" "-"
"887" "Non vascular plants" "Euastrum divaricatum" "a Desmid alga" "-" "-"
"888" "Non vascular plants" "Euastrum dubium" "a Desmid alga" "-" "-"
"889" "Non vascular plants" "Euastrum gayanum" "a Desmid alga" "-" "-"
"890" "Non vascular plants" "Euastrum gemmatum" "a Desmid alga" "-" "-"
"891" "Non vascular plants" "Euastrum groenbladii" "a Desmid alga" "-" "-"
"892" "Non vascular plants" "Euastrum humerosum" "a Desmid alga" "-" "-"
"893" "Non vascular plants" "Euastrum inerme" "a Desmid alga" "-" "-"
"894" "Non vascular plants" "Euastrum jenneri" "a Desmid alga" "-" "-"
"895" "Non vascular plants" "Euastrum pulchellum" "a Desmid alga" "-" "-"
"896" "Non vascular plants" "Euastrum sinuosum" "a Desmid alga" "-" "-"
"897" "Non vascular plants" "Euastrum turneri" "a Desmid alga" "-" "-"
"898" "Non vascular plants" "Euastrum ventricosum" "a Desmid alga" "-" "-"
"899" "Non vascular plants" "Groenbladia undulata" "a Desmid alga" "-" "-"
"900" "Non vascular plants" "Micrasterias americana" "a Desmid alga" "-" "-"
"901" "Non vascular plants" "Micrasterias brachyptera" "a Desmid alga" "-" "-"
"902" "Non vascular plants" "Micrasterias conferta" "a Desmid alga" "-" "-"
"903" "Non vascular plants" "Micrasterias crux-melitensis" "a Desmid alga" "-" "-"
"904" "Non vascular plants" "Micrasterias fimbriata" "a Desmid alga" "-" "-"
"905" "Non vascular plants" "Micrasterias furcata" "a Desmid alga" "-" "-"
"906" "Non vascular plants" "Micrasterias mahabuleshwarensis" "a Desmid alga" "-" "-"
"907" "Non vascular plants" "Micrasterias radiosa" "a Desmid alga" "-" "-"
"908" "Non vascular plants" "Micrasterias verrucosa" "a Desmid alga" "-" "-"
"909" "Non vascular plants" "Pleurotaenium coronatum" "a Desmid alga" "-" "-"
"910" "Non vascular plants" "Pleurotaenium nodosum" "a Desmid alga" "-" "-"
"911" "Non vascular plants" "Pleurotaenium rectum" "a Desmid alga" "-" "-"
"912" "Non vascular plants" "Pleurotaenium tridentulum var. capitatum" "a Desmid alga" "-" "-"
"913" "Non vascular plants" "Pleurotaenium truncatum" "a Desmid alga" "-" "-"
"914" "Non vascular plants" "Spondylosium papillosum" "a Desmid alga" "-" "-"
"915" "Non vascular plants" "Spondylosium planum" "a Desmid alga" "-" "-"
"916" "Non vascular plants" "Spondylosium pulchellum" "a Desmid alga" "-" "-"
"917" "Non vascular plants" "Staurastrum arachne" "a Desmid alga" "-" "-"
"918" "Non vascular plants" "Staurastrum arctiscon" "a Desmid alga" "-" "-"
"919" "Non vascular plants" "Staurastrum arcuatum" "a Desmid alga" "-" "-"
"920" "Non vascular plants" "Staurastrum asperum" "a Desmid alga" "-" "-"
"921" "Non vascular plants" "Staurastrum boreale" "a Desmid alga" "-" "-"
"922" "Non vascular plants" "Staurastrum borgeanum" "a Desmid alga" "-" "-"
"923" "Non vascular plants" "Staurastrum brachycerum" "a Desmid alga" "-" "-"
"924" "Non vascular plants" "Staurastrum brasiliense" "a Desmid alga" "-" "-"
"925" "Non vascular plants" "Staurastrum brebissonii" "a Desmid alga" "-" "-"
"926" "Non vascular plants" "Staurastrum capitulum" "a Desmid alga" "-" "-"
"927" "Non vascular plants" "Staurastrum cerastes" "a Desmid alga" "-" "-"
"928" "Non vascular plants" "Staurastrum chavesii" "a Desmid alga" "-" "-"
"929" "Non vascular plants" "Staurastrum clepsydra" "a Desmid alga" "-" "-"
"930" "Non vascular plants" "Staurastrum coarctatum" "a Desmid alga" "-" "-"
"931" "Non vascular plants" "Staurastrum cosmarioides" "a Desmid alga" "-" "-"
"932" "Non vascular plants" "Staurastrum cyathipes" "a Desmid alga" "-" "-"
"933" "Non vascular plants" "Staurastrum cyrtocerum" "a Desmid alga" "-" "-"
"934" "Non vascular plants" "Staurastrum denticulatum" "a Desmid alga" "-" "-"
"935" "Non vascular plants" "Staurastrum dispar" "a Desmid alga" "-" "-"
"936" "Non vascular plants" "Staurastrum disputatum" "a Desmid alga" "-" "-"
"937" "Non vascular plants" "Staurastrum duacense" "a Desmid alga" "-" "-"
"938" "Non vascular plants" "Staurastrum echinatum" "a Desmid alga" "-" "-"
"939" "Non vascular plants" "Staurastrum elongatum" "a Desmid alga" "-" "-"
"940" "Non vascular plants" "Staurastrum erasum" "a Desmid alga" "-" "-"
"941" "Non vascular plants" "Staurastrum forficulatum" "a Desmid alga" "-" "-"
"942" "Non vascular plants" "Staurastrum furcatum" "a Desmid alga" "-" "-"
"943" "Non vascular plants" "Staurastrum gracile" "a Desmid alga" "-" "-"
"944" "Non vascular plants" "Staurastrum hexacerum" "a Desmid alga" "-" "-"
"945" "Non vascular plants" "Staurastrum hirsutum" "a Desmid alga" "-" "-"
"946" "Non vascular plants" "Staurastrum inflexum" "a Desmid alga" "-" "-"
"947" "Non vascular plants" "Staurastrum iotanum" "a Desmid alga" "-" "-"
"948" "Non vascular plants" "Staurastrum johnsonii" "a Desmid alga" "-" "-"
"949" "Non vascular plants" "Staurastrum kouwetsii" "a Desmid alga" "-" "-"
"950" "Non vascular plants" "Staurastrum lapponicum" "a Desmid alga" "-" "-"
"951" "Non vascular plants" "Staurastrum longispinum" "a Desmid alga" "-" "-"
"952" "Non vascular plants" "Staurastrum maamense" "a Desmid alga" "-" "-"
"953" "Non vascular plants" "Staurastrum manfeldtii" "a Desmid alga" "-" "-"
"954" "Non vascular plants" "Staurastrum meriani" "a Desmid alga" "-" "-"
"955" "Non vascular plants" "Staurastrum micron" "a Desmid alga" "-" "-"
"956" "Non vascular plants" "Staurastrum monticulosum" "a Desmid alga" "-" "-"
"957" "Non vascular plants" "Staurastrum natator" "a Desmid alga" "-" "-"
"958" "Non vascular plants" "Staurastrum neglectum" "a Desmid alga" "-" "-"
"959" "Non vascular plants" "Staurastrum oligacanthum" "a Desmid alga" "-" "-"
"960" "Non vascular plants" "Staurastrum ophiura" "a Desmid alga" "-" "-"
"961" "Non vascular plants" "Staurastrum oxyacanthum" "a Desmid alga" "-" "-"
"962" "Non vascular plants" "Staurastrum paradoxum" "a Desmid alga" "-" "-"
"963" "Non vascular plants" "Staurastrum pileolatum" "a Desmid alga" "-" "-"
"964" "Non vascular plants" "Staurastrum pilosum" "a Desmid alga" "-" "-"
"965" "Non vascular plants" "Staurastrum polymorphum" "a Desmid alga" "-" "-"
"966" "Non vascular plants" "Staurastrum polytrichum" "a Desmid alga" "-" "-"
"967" "Non vascular plants" "Staurastrum proboscideum" "a Desmid alga" "-" "-"
"968" "Non vascular plants" "Staurastrum pyramidatum" "a Desmid alga" "-" "-"
"969" "Non vascular plants" "Staurastrum scabrum" "a Desmid alga" "-" "-"
"970" "Non vascular plants" "Staurastrum sebaldi" "a Desmid alga" "-" "-"
"971" "Non vascular plants" "Staurastrum senarium" "a Desmid alga" "-" "-"
